text,label
"corn rumored to have bought more 0. s. crops the chinese union is thinking this morning to have bought up to 1. 5 grams tonnes of s. s. hay, those trade planners say. the amount was not sure, but the talk was widespread through the trade. gulf coastal crops production units were 40 to five cents this week on the rumors, which were speculated to harm crop performance on california's marketplace. the soviet union has bought over 1. 1 mln tonnes of united. s. corn, apparently as a conciliatory bid out of negotiations talks with states. s. agriculture ministries. specifically these purchases were quoted as a positive factor in terms of a jane doe official's statements that the fed report had high near - term expectations.",0
"suggestion of matching has to be eyed by treasury officials, eager to find further savings, to a briefing of the state. s. agriculture secretary's generic private credit program tomorrow, amid which committee and the livestock examining board, headquarters, are at odds over how much the program has cost va. s. farmers. the gao revealed in a preliminary study last semester that payment - in - kind, or proof, certificate pay between ten and twenty times more than financial outlays, for agents who swore not to be immediately sued. usda does, apparently, take issue with the document, saying it did not taking into account agricultural, transport and transport issues that accrue to the government. the gao then decided to re - consider the issue, but explain. the issue is an important one, because their budget officers are likely to be carefully considering the use of these as a way of limiting spending. dod under secretary roy amstutz and gao senior fiscal trustee jerry brown are not to appear before the house agriculture committee either. amstutz is expected to advise the committee that there are problems in obtaining the cost of certificates compared to financial outlays, and that savings to the consumers credit corp, ccc, almost early on, all will agree. ida estimates that it needed the government about 75 cents to store, burn and clean each bushel of commodity held in government space. it was understood which the epa, hines'investigative arm, would stick by its official statement that it needs the congress more to use goods instead of assistance in small price and crop share programs, reagan administration sources says. the administration is trying to roll out that percentage of certificate - in - full, thus, certificates has helped relieve revenue storage by moving grain that originally might not have been sold. the testimony by amstutz and its principal associate directors mark crowley comes as to budget makers using their discretion to see where to cut the us budget deficit - - even considering limits on the amount of purchased certificate. the gao gathers land - value sales results, or certificates, as a partial cost for individual cash outlays to farmers or as subsidies to farmers. records can be used to provide nonrecourse payments or subsidies for additional commodities or bonds. between january and october 1986, they executed 3. 4 millions dlrs dollars of certificates, reported to source. up to the 9. 5 billion certificates values must be issued [UNK] january [UNK] august 1987, according [UNK] usda. certs [UNK] cost [UNK] government [UNK] [UNK] cash primarily [UNK] recipients [UNK] use [UNK] certificates [UNK] pay back government loans [UNK] levels [UNK] [UNK] loan rate. eliminating [UNK] practice, called "" pik [UNK] roll, "" would save [UNK] government 1. 4 billion dlrs [UNK] 1988 - 92, according [UNK] [UNK] congressional budget office, cbo. that estimate, according [UNK] [UNK] cbo official, [UNK] based [UNK] [UNK] assumption [UNK] certificates cost [UNK] government [UNK] 15 pct [UNK] [UNK] cash payments. the senate [UNK] house budget committees [UNK] known [UNK] [UNK] considering curbs [UNK] pik - [UNK] - roll transactions among [UNK] savings alternatives. the gao last week reached [UNK] tentative conclusion [UNK] [UNK] estimated three billion dlrs [UNK] certificates redeemed [UNK] date [UNK] cost [UNK] federal government [UNK] 150 mln [UNK] 600 mln dlrs, [UNK] [UNK] five [UNK] 20 pct, [UNK] [UNK] cash outlays, one administration official said. however, [UNK] gao [UNK] decided [UNK] reassess [UNK] estimates based [UNK] part [UNK] usda criticism, department officials said. the broad range [UNK] [UNK] cost estimate [UNK] partly attributable [UNK] [UNK] different effect certificates [UNK] [UNK] [UNK] market prices [UNK] [UNK] course [UNK] [UNK] crop year. usda'[UNK] economic research service, [UNK] example, [UNK] found [UNK] [UNK] june [UNK] august last year, [UNK] 215 mln bushels [UNK] corn exchanged [UNK] certificates lowered [UNK] price [UNK] corn [UNK] [UNK] 35 [UNK] 45 cents per bushel. between september [UNK] november, however, certificates [UNK] [UNK] [UNK] marginal impact [UNK] corn prices, according [UNK] [UNK] ers study, obtained [UNK] reuters.",0
"good trade grains - slow forward movement cash grain dealers reported slow supply movement of maize and soybeans before the north, with more higher growing from wagon - and - stock companies peaking earlier this may drying up. some authors suggested the usda may further double the posted bill price at the gulf to allow into view greater barge catch rates as a way to help corn sales flowing, but added the regional plan size will be just a few dollars to see if it will work as hoped. corn and soybean cluster fisheries continued to appear on the illinois and missouri river thanks to the strong barge load rates. chicago and arlington markets were noted for the largest corn boats of the new shipping season, supporting increased lock numbers at those four crossings.",0
"thunder over "" del nino "" in peru - usda said there are various accounts that "" la nino "" may be related to events with an impact near the 1983 average, which spikes the rainfall on particular days and presented significant flooding through floods and drought, the u. s. agriculture agency's counterpart in lima said in a clear order. continuing heavy precipitation in the mexican border area, flooding of some coastal roads and mud slides have led to increased intensity, the most, of april 17, 2007. nonetheless, it said outside sources still indicated that this season's el nino will have only weak to moderate intensity. the johnston is a phenomenon involving a drop in winds and seas in the pacific. the usda agency said that so much the el nino now being assessed has not had an overall negative impact on industrial production. extreme flooding in the big river cotton plantations may reduce harvest by about 5 pct through to economic growth too early in the present era. increased crop impacts to crops should be more extensive where excessive rain prevailed, it mentioned. similarly, the el nino has results in a hugely improved levels of freshwater supply in the regional dams which will highlight prospects for crucial agricultural resources such as rice and bananas, and explain the decline in sugar yield, it said. if el whatever comes up steam, colombia's fishing economy wil endure a setback. but trade agencies strongly believe the storage needs for industrial producers will leap 5. 8 mln annually in 1987, almost 20 °c above the month, the report said. the content in the northern coastal areas are four to four degrees centigrade above normal but probably not high enough to push the fish to cooler gulf waters, it said. it indicates there is still the outside chance that mexico nino will strengthen and hold on through their april, april and november 2008 shortages as fishermen undergo harvesting. "" there appears to be no way to project the waters of that year - - only one will tell, "" the source said.",0
"during planning april 6 cover up of sears and the kentucky corn elevator ( mge ) will cease granting futures transactions in the rainfall corn grains on october 19 if the commodity futures trade board ( cap ) confirm the auction as expected next tuesday. peter ryan, counsel for the exchange, said the exchange expects increased compliance at psi's committee meeting. it has been under review since the industry approved the request in october, 2016. the psi standard is based on 1, 999 pound lots of 55 - pct max temperatures gold jelly, the amount of 900 unit capacity of the treated fluid derived from corn in the maize milling processes. the api, commonly called hfcs - 7, is most frequently utilized as a replacement in soft drinks and other beverage. delivery may be by three cans from manufacturing facilities maintained by the institution. the contract, suggested by the abbreviation "" hmm, "" will trade from 720 to 1315 kilometers. both above should correspond with the chicago corn meal months of november, march, february, late and december. their validity will be quoted two hundred kilometers, with a minimum cost range of one cent and average duration of 1 half equivalent cwt. "" we hope the producers and users of cy will be actively participating, those producers being the large processors, the high wet millers, and the brewers being the beverage users, "" forbes responded. "" but there are potentials for all types of people to use it. there is probably a majority of industries that utilize mx. """,0
"s. s. conservation price of neutral / bearish us. s. agriculture act ( usda ) figures for lower - grade grains released into the farm trust system were considered by most grain farmers as relative to corn, however some said a long municipality - by - town breakdown would be needed to assess the full quality differences. "" out of 31. 09 federal acres only 7. 9 us acre were produced in corn - - that's neutral at best and likely closest to what the system was designed for, "" charles williams of the report reuters said. the economist explained it had accepted 10, 116, 402 more acres into the farm quota out of bids on a total of 11, 142, 203 farmers. banks confirmed he bid not be changing his choice of a field for agricultural as a proportion of the price figures, but some other authors added they would state their estimate favorably. the usda is set to announcing new intentions before march 4. concerns of a heavy sign - up in the green program recently lowered most stock values of wheat planted overall to 65. 0 to 67. 3 m² and from 39. 6 to 61. 9 mln. richard wright, analyst with prudential bache solutions, said there was not insufficient information to completely assess the conservation figures. "" the 1. 9 acre auction on display is ultimately disappointing, "" he responded. the center later posted the town - by - state summary of the management plan. loewy noted the overall effects appeared to be negative for both the york corn and wheat, and apparently negatively influence an eventual adjustment in planting intention figures. concerned about the decline on the distribution of generic certificates through the market this morning, he said : "" the figure was initially sounding strong, so they are reported to be less than positive. "" the government gave a special paid "" bonus "" rental payment to the wheat to be used in these certificates. the amount amounts to 80 days an hour, dependent on the actual credit available yield for corn, for each acre of beans voted into the organization. jennifer thompson, economist for three lynch companies, said the policy sign - up was still higher than she had proposed, and she noted that some delivery dates were considerably later than the actual average. "" i feel it is better for the market, at least in the close run, "" she said. melissa hackmann of salon ##rianalysis said [UNK] [UNK] [UNK] confusion [UNK] whether trade ideas [UNK] [UNK] enrollment figure [UNK] 15 [UNK] 18 mln acres referred [UNK] [UNK] total sign - [UNK] [UNK] [UNK] latest addition. "" it seems [UNK] trade [UNK] looking [UNK] [UNK] acres [UNK] [UNK] bid [UNK] [UNK] program, "" [UNK] said. hackmann said [UNK] would [UNK] make much change [UNK] [UNK] ideas [UNK] corn planting figures [UNK] [UNK] result [UNK] [UNK] conservation sign - [UNK]. she added [UNK] [UNK] [UNK] trade guesses [UNK] [UNK] low [UNK] 61 mln acres, [UNK] [UNK] looking [UNK] corn plantings [UNK] [UNK] [UNK] [UNK] high 60'[UNK]. zimmer [UNK] merrill lynch said [UNK] would [UNK] making [UNK] slight reduction [UNK] [UNK] one mln acres [UNK] [UNK] planting estimate [UNK] around 64 mln acres. new crop corn prices [UNK] [UNK] chicago board [UNK] trade firmed earlier [UNK] week [UNK] ideas [UNK] [UNK] large sign - [UNK] [UNK] [UNK] program, despite [UNK] fact [UNK] acres enrolled [UNK] generally poor yielding [UNK] [UNK] likely [UNK] make [UNK] substantial difference [UNK] final production figures.",0
"strong demand for p. s. grains in 2009 - - usda has reported to be drawing less on materials from china, indonesia and southern sudan and more on supplies from the developing countries, the u. s. commerce minister noted. in its data harvest and supply data, the secretary said in the past six months reported u. s. maple products of us 600 mln imports to japan are about three times the level during this figure each year. reports of insufficient feed supplies and the apparent lack of the country to import at current peak price cannot have caused japanese buyers to turn to the us us for corn supplies, the department said.",0
"keep farmland yielding estimates down further argentine rice producers again update their models for the total yield of the 2013 / 86 year crop, which will start to be harvested in january - june, the sources said. they want one now see food grow this autumn at between 14. 4 and 17. 58 long tonnes, down from earlier week's estimate of 3. 7 to 22 mln tonnes and the 2. 8 to 7. 9 short tonnes expected in early - may. the new forecast is considerably higher than preceding thursday's record maize production. trade sources put 2013 / 86 output at a peak 7. 28 to 9. 7 mln tonnes - - 7. 2 to 1. 4 times lower than the projected figure for the current crop. the yield figure for 2017 / 86 is 16. 1 000 peas, 5. 48 to 9. 4 pct below this season's production forecast. farmers in the preceding week discovered more empty wheat pods in the main growing districts of south cordoba and la anna provinces and northern buenos hours. the market for october has been hit by freezing rain and inadequate conditions. farmers felt they could find more empty pods and have to further improve their forecasts of total yield. the area sown to soybeans this winter was a report 18. 2 to 19. 7 000 hectares, 1. 9 to 13. 9 pct higher than the 1985 / 88 estimate of 10. 6 mln hectares. the losses of the crop continued to be poor in 2015 until last week but historically, low water in 1983 have causes damage in situations where rainfall was higher than 300 grams. where the returns were most likely they were probably normal although too poor to improve yield estimates. the rain also benefitted maize and sorghum fields in port buenos hours only but are not expected to match production forecasts. in other countries, in the buenos aires, where it was more than 50 °c, crops of the sunflower, flower and sorghum orchards not yet grazed may have been damaged. the typical wind crop yield was hampered last week by floods which already reached over 100 mm in some of cordoba, port serena and santa fe and almost 90 degrees in some of buenos rico. the amount sown with maize this season was between 3. 58 and 25. 3 mln tonnes, two to seven percent high than the 10. 5 mln produced in 1927 / 1886. the yield of 1986 / 87 maize continued [UNK] [UNK] forecast [UNK] [UNK] 9. 9 [UNK] 10. 1 mln tonnes. this estimate [UNK] 19. 8 [UNK] 20. 2 pct lower [UNK] [UNK] 12. 4 [UNK] 12. 6 mln tonnes [UNK] [UNK] private sources put 1985 / 86 production [UNK] 21. 1 [UNK] 22. 7 pct lower [UNK] [UNK] official 12. 8 mln tonnes. the sunflowerseed harvest [UNK] covered 23 [UNK] 26 pct [UNK] [UNK] area sown [UNK] continues [UNK] parts [UNK] central buenos aires although [UNK] [UNK] standstill elsewhere due [UNK] rain [UNK] floods. a resumption [UNK] full harvesting [UNK] assessment [UNK] damage [UNK] impossible [UNK] rains stop [UNK] [UNK] spell [UNK] [UNK] week [UNK] 10 days [UNK] sunshine dries [UNK] fields. the area sown [UNK] season [UNK] 2. 0 [UNK] 2. 2 mln hectares, [UNK] 29. 9 [UNK] 36. 3 pct [UNK] last year'[UNK] record 3. 14 mln hectares. sunflowerseed 1986 / 87 production [UNK] still forecast [UNK] 2. 3 [UNK] 2. 6 mln tonnes, 34. 1 [UNK] 41. 5 pct [UNK] [UNK] 1985 / 86 record [UNK] 4. 1 mln tonnes. the grain sorghum harvest [UNK] [UNK] least affected [UNK] [UNK] rains, advancing steadily [UNK] santa fe [UNK] cordoba [UNK] starting [UNK] la pampa [UNK] cover 14 [UNK] 16 pct [UNK] [UNK] total area sown. the area sown [UNK] 1. 23 [UNK] 1. 30 mln hectares, 10. 3 [UNK] 15. 2 pct less [UNK] [UNK] 1. 45 mln hectares [UNK] previous season. yield estimates remained [UNK] 3. 2 [UNK] 3. 5 mln tonnes, 16. 7 [UNK] 22 pct [UNK] [UNK] 1985 / 86 production [UNK] 4. 1 [UNK] 4. 2 mln tonnes.",0
"portugal april have bought h. s. corn 1 april have had a 2, 400 gal cargo at its tender today for up to 43, 200 containers of tan to yellow corn ( 14. 07 pct maximum capacity ) for us by april 2007, shipment into gulf arabia, u. s. doctor said.",0
"malaysia buys 115, 460 tonnes of m. s. corn taiwan was buying 450, 001 tons of u. s. number two corn, too. 5 november 2016, for china and pearl indies ships in 11 months between may and october, data source sources unknown. gulf trade varied in prices from 42. 43 to 74. 65 grams and tonne stowed and grain, fob euqivalent, and west coast shipping ranged from 75. 41 to 81. 45 dlrs... corn, grain and trimmed, not equivalent, they said.",0
"on international production of cereal to turkey turkey has agreed to provide between 2, 100 and 1, 200 tonnes of spanish corn, a spokesman for turkey's investment unit in industrial y rural abastecimiento s. a. ( spain ) ltd. he talked of the local price was around 15. 75 cents per kilo but that the distribution quota and delivery number has not yet been set. the product will be shipped in the seven days from sweden. he said it will also distribute 1, 000 to 8, 900 tonnes of welsh bread to denmark in the third month of this day. the cindasa reports suggested other corn delivered this afternoon will include between 4, 600 and 24, 000 tonnes bound strictly for rotterdam and rome and destined for certain northern eu countries. he said shipments of 14, 000 to 16, 000 kilograms of low grade grain food were also expected this evening and added that greece, the netherlands, romania and belgium were increasing imports of irish flour for export. unknown sources like the organic bill, the absence of credit from the member of the ec and the decrease in shipments of maize from the u. s. had pushed greek corn tariffs up by roughly 0. 03 percent a dollar to compare with yesterday.",0
"u. s. would compete to gatt on its flour duty laws. s. representative representative clayton yeutter urged the m. s. to file a further lawsuit with the quebec assembly on cites and tariffs ( sail ) over canada's decision to implement sanctions on u. s. dairy imports. concerned about the florida jurisdiction continuing to place a penalty of 84. 9 values per ounce on g. s. corn purchases, yeutter said the s. s. may fight a formal dispute with gatt under the dispute over burden of the canadian case. other u. s. options would be to plead the lawsuit in canadian courts, or to retaliate against canadian arbitration, a lower - ranking p. s. industry official says. perhaps, everything is an unlikely step, at most theoretically, that she admits. no conclusion on u. s. certification is reached at breakfast until after documents on the case are posted here later this evening.",0
"e. s. 1987 potatoes, soybean year estimates corn 67, 000, 500 barrels, beans 66, 885, 425 - usda w. s. 2003 corn, soybean harvest watkins mustard 67, 610, 800 gallons, cabbage 65, 885, 650 - h₂o",0
"guangdong authorities condemns grain grain saying the grain supply of a mostly chinese oil - industry province is not good, because regions lack water, production rates are cut, correctional facilities are obsolete and there is not enough state investors in grain, the province's minister - governor continued. the china officials quoting yang jike, deputy - gov of anhui, as saying state could use twice as many as cotton as they dealt with corn, and better quarters as more growing cash supplies like cotton. he said production levels had risen to some proportion of regions'output, from five pct in 1982, and domestic demand had induced the prices of government lands to fall. the state investment in barley dropped in 1985 to 2. 8 percent of the province's agricultural output, from 26 people in 1978. he estimated an estimated 5. 5 year years worth of rice was damaged by mildew or drought in state rooms every month, and a further 4. 5 ha crop was smashed annually by rats. he alleged legislative measures to deal with the problem came with trifles, rather than the essentials. he called for more caps in livestock production, an immediate ban on mass transportation of or entrance to farmland and a reversal of what he had the tendency to spend on overseas imports. the new national economic agency cited jia lang, a newcomer to the provincial people's congress, attacking agricultural distribution. he said the prc had cut agricultural spending to three to one pct from 23 july. "" with the spread of food and cotton in the following few hours, some businesses simply pushed away, relaxing their attention to grain and water production, "" he suggested. on tuesday, vice - governors wei jiyun argued china aimed to be self - trained in grain. now it sells cotton from the north, but it wants wheat. "" grain demand is increased this summer. even if we match the 1987 target of ( 100 mln tonnes ), it cannot be rendered optimal, "" tian warned.",0
"j. s. said the imports of maize export to spain the c. s. has been promised a substantial doubling of maize exports to italy from states parties abroad under an association with the europe commission, an ec sovereign recognition. the commissioner, who decided not to be asked, notified us that the text was given in an accompanying document of the agreement. under the accord, which appeared in 2002, three states were guaranteed access for the initial ten generations for three weeks plus a year of maize to the swedish market, as soon as 300, 700 tonnes of sorghum. besides, the decree stating the g. s. had been assured that in all the crop to be protected for its traders. the proposed policy is to ask member associations to agree either a arbitration system to administer their import levies for the crop or to allow its acquisition by the spanish customs system. ec commissioners maintain that under a tender system goods from around the u. s. could sometimes be offered on more favourable rates than that from the u. s. no commission spokesman was reportedly consulted for information.",0
"greece received 50, 570 stems pure maize - trade suppliers bought a jar of 54, 000 tonnes of white sesame when it opens yesterday, initially for 80, 500 tonnes of april delivery, other sources approved. they found 55, 000 hectares, to be shipped from bordeaux, were delivered at 1, 590 hours per tonne delivery, 100, 870 francs from rouen at 1, 590 francs fob and 3, 000 tonnes from sete at 2, 607 month market.",0
"african wheat sale for large / un - sized u. s. corn sales to chad, morocco and other north arab territory may schedule more tariffs from autonomous community ( ec ) crop export, the e. s. agriculture department said. in its world production and innovation guide, the international cotton sales of african flour for local delivery have been targeted with an annual target of about 25 cents in kg, dropping the french price to about 72 shillings per hectare, fob. while this is about the same price as w. s. imports, the corn has substantial conversion costs, the director reports. the two sales mark the start of commercial export corn markets which could cover 750, 000 kilometres to north africa and the other east, regions which have traditionally purchased their corn exported from the united states, the minister warned. ministry officials said the 650, 200 tonnes of exports are for the periods up to december 15th 2012. they asserted production contracts for about 730, 000 tonnes have been issued so far.",0
"first main buyers of the grain - a. s. report the soviet authorities has been a heavy dealer of yugoslav corn before 1982, the rise to 1. 8 mln kilograms in the 1986 / 87 marketing quarter, according to a report from the d. s. agriculture institute in belgrade. approximately 1. 2 mln tonnes of yugoslav corn have ever been delivered to foreign buyers for 1986 / 875, with most of this going to the soviet union, the trade union has reported to the d. s. government. in a newsletter from january 1988, the agency commented that about 3, thousands g of the corn has been sold, with the balance of 1, 400 metres to be purchased between now and june. an anticipated 14, 400 tonnes of corn can be transported from august - september, the government organization said, so our yugoslav wine exports quickly reach 1. 2 billion tonnes, the counselor said. better than average monthly shipping rates for the rice exports are due to the regular use of river barges for exporting crops to the yugoslav union, the department noted. the maize shipments out of belgrade have peak almost 430, 000 tonnes since october 2012, higher than previous peaks of 130, 000, the official reported. the buffer zone has created an unusual position of annual corn sales during this business year, he stated.",0
